kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;vervaldatum_apk;toegestane_maximum_massa_voertuig;laadvermogen;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;type_gasinstallatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid
00PGD1;Personenauto;OPEL;ASTRA SPORTS TOURER;20220322;stationwagen;ZWART;Niet geregistreerd;4;1337;1437;20110110;20110110;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2023;Onlogisch;04;Ja;2022-03-22T00:00:00.000;2011-01-10T00:00:00.000;2011-01-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240110;2030;;2024-01-10T00:00:00.000;5;1364;;710;1200;5367;29303;P-J/SW;e4*2007/46*0204*00;BC11;1A05A8ANFMC5;0;B;0.00
00PGD2;Personenauto;OPEL;CORSA;20210608;MPV;WIT;Niet geregistreerd;4;1040;1140;20110111;20110111;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1585;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2021-06-08T00:00:00.000;2011-01-11T00:00:00.000;2011-01-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240111;1585;;2024-01-11T00:00:00.000;5;1398;;500;1000;2495;16085;S-D;e1*2001/116*0379*15;FR11;1A06A5K0ACA5;0;B;
00PGG2;Personenauto;OPEL;ASTRA;20221014;hatchback;ROOD;Niet geregistreerd;4;1293;1393;20110119;20110119;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1940;0;0.07;269;Nee;Nee;Nee;3300;2022;Logisch;00;Ja;2022-10-14T00:00:00.000;2011-01-19T00:00:00.000;2011-01-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230617;1940;;2023-06-17T00:00:00.000;5;1364;;680;1400;4449;26452;P-J;e1*2007/46*0141*04;BC11;1A02A6ALFMC5;0;A;0.00
00PGJ3;Personenauto;OPEL;AGILA;20140807;stationwagen;GRIJS;Niet geregistreerd;4;965;1065;20110114;20110114;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Onlogisch;04;Ja;2014-08-07T00:00:00.000;2011-01-14T00:00:00.000;2011-01-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20230924;1485;;2023-09-24T00:00:00.000;5;1242;;200;200;1081;13913;H-B;e4*2001/116*0135*07;AF11;3AABA1AABA5;0;B;0.00
00PGJ4;Personenauto;OPEL;CORSA;20201211;MPV;GRIJS;Niet geregistreerd;4;1028;1128;20110118;20110118;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1575;0;0.06;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2020-12-11T00:00:00.000;2011-01-18T00:00:00.000;2011-01-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231209;1575;;2023-12-09T00:00:00.000;5;1229;;450;850;2183;15729;S-D;e1*2001/116*0379*15;BN11;1A06A4D0BDA5;0;B;
00PGP3;Personenauto;OPEL;AGILA;20110817;stationwagen;GRIJS;Niet geregistreerd;4;965;1065;20110120;20110120;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2023;Logisch;00;Ja;2011-08-17T00:00:00.000;2011-01-20T00:00:00.000;2011-01-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240122;1485;;2024-01-22T00:00:00.000;5;1242;;200;200;1092;13989;H-B;e4*2001/116*0135*07;AF11;3AABA1AABA5;0;B;0.00
00PGV7;Personenauto;OPEL;CORSA;20170814;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20110118;20110118;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2017-08-14T00:00:00.000;2011-01-18T00:00:00.000;2011-01-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230811;1605;;2023-08-11T00:00:00.000;5;1229;;500;850;2232;16083;S-D;e1*2001/116*0379*13;KN11;1A16A770BDA5;0;B;
00PHB4;Personenauto;OPEL;MERIVA;20181105;MPV;BRUIN;Niet geregistreerd;4;1293;1393;20110121;20110121;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1955;0;0.07;264;Nee;Nee;Nee;3225;2022;Logisch;00;Ja;2018-11-05T00:00:00.000;2011-01-21T00:00:00.000;2011-01-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230603;1955;;2023-06-03T00:00:00.000;5;1364;;680;1200;5903;30520;S-D/ MONOCAB B;e4*2007/46*0165*01;BE11;1AAEA7HCBF5;0;C;0.00
00PHF6;Personenauto;OPEL;MERIVA;20210806;MPV;BLAUW;Niet geregistreerd;4;1293;1393;20110121;20110121;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-08-06T00:00:00.000;2011-01-21T00:00:00.000;2011-01-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230923;1935;;2023-09-23T00:00:00.000;5;1364;;;;4147;22733;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;2AADA4FBBC5;0;B;
00PHF7;Personenauto;OPEL;ASTRA SPORTS TOURER;20130128;stationwagen;GRIJS;Niet geregistreerd;4;1337;1437;20110131;20110131;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2022;Logisch;00;Ja;2013-01-28T00:00:00.000;2011-01-31T00:00:00.000;2011-01-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230310;2030;;2023-03-10T00:00:00.000;5;1364;;710;1200;5267;30487;P-J/SW;e4*2007/46*0204*00;BC11;1A06A8ANFMB5;0;A;0.00
00PHH8;Personenauto;OPEL;ASTRA SPORTS TOURER;20150430;stationwagen;ROOD;Niet geregistreerd;4;1403;1503;20110128;20110128;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2105;0;0.05;269;Nee;Nee;Nee;3355;2022;Logisch;00;Ja;2015-04-30T00:00:00.000;2011-01-28T00:00:00.000;2011-01-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230430;2105;;2023-04-30T00:00:00.000;5;1686;;730;1200;6219;29634;P-J/SW;e4*2007/46*0204*00;BG11;1A07B5BBFFF5;0;A;0.00
00PHK9;Personenauto;OPEL;CORSA;20210327;MPV;WIT;Niet geregistreerd;4;1063;1163;20110125;20110125;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2021-03-27T00:00:00.000;2011-01-25T00:00:00.000;2011-01-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230428;1615;;2023-04-28T00:00:00.000;5;1398;;500;1000;2791;18231;S-D;e1*2001/116*0379*13;PR11;1A06A8L0ACG5;0;B;
00PHP2;Personenauto;OPEL;CORSA;20190907;MPV;BLAUW;Niet geregistreerd;4;1063;1163;20110127;20110127;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2023;Logisch;00;Ja;2019-09-07T00:00:00.000;2011-01-27T00:00:00.000;2011-01-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240222;1615;;2024-02-22T00:00:00.000;5;1398;;500;1000;2667;17334;S-D;e1*2001/116*0379*15;PR11;1AACA8L0ACA5;0;B;
00PHP3;Personenauto;OPEL;MERIVA;20120126;MPV;BLAUW;Niet geregistreerd;4;1293;1393;20110126;20110126;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2012-01-26T00:00:00.000;2011-01-26T00:00:00.000;2011-01-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240126;1935;;2024-01-26T00:00:00.000;5;1364;;680;1050;4089;22309;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AACA4FBBC5;0;B;0.00
00PHT3;Personenauto;OPEL;CORSA;20151204;MPV;BRUIN;Niet geregistreerd;4;1088;1188;20110204;20110204;Geen verstrekking in Open Data;Ja;4;4;0;0;400;0;M1;1640;0;0.06;251;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2015-12-04T00:00:00.000;2011-02-04T00:00:00.000;2011-02-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240205;1640;;2024-02-05T00:00:00.000;5;1398;;;;3757;21810;S-D;e1*2001/116*0379*15;SR11;1A12B9Y0FEA5;0;B;
00PHT4;Personenauto;OPEL;ASTRA;20220919;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20110126;20110126;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1935;0;0.06;269;Nee;Nee;Nee;3295;2022;Logisch;00;Ja;2022-09-19T00:00:00.000;2011-01-26T00:00:00.000;2011-01-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230919;1935;;2023-09-19T00:00:00.000;5;1364;;680;1300;4356;26159;P-J;e1*2007/46*0141*06;BU11;1AABAFALFMA5;0;A;0.00
00PHT5;Personenauto;OPEL;ZAFIRA;20181013;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20110128;20110128;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3305;2023;Logisch;00;Ja;2018-10-13T00:00:00.000;2011-01-28T00:00:00.000;2011-01-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240123;2095;;2024-01-23T00:00:00.000;7;1796;;750;1200;6781;28872;A-H/MONOCAB;e1*2001/116*0325*11;BG11;1A07ANBABG7;0;D;
00PJG7;Personenauto;OPEL;ZAFIRA;20121214;MPV;ZWART;Niet geregistreerd;4;1403;1503;20110201;20110201;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3305;2023;Logisch;00;Ja;2012-12-14T00:00:00.000;2011-02-01T00:00:00.000;2011-02-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240201;2095;;2024-02-01T00:00:00.000;7;1796;;750;1200;6905;29773;A-H/MONOCAB;e1*2001/116*0325*10;BG11;1A07ANBABG7;0;D;
00PJK9;Personenauto;OPEL;ASTRA;20190705;MPV;ZWART;Niet geregistreerd;4;1293;1393;20110208;20110208;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1935;0;0.07;269;Nee;Nee;Nee;3300;2023;Logisch;00;Ja;2019-07-05T00:00:00.000;2011-02-08T00:00:00.000;2011-02-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20240208;1935;;2024-02-08T00:00:00.000;5;1364;;680;1400;4287;25662;P-J;e1*2007/46*0141*07;BC11;1AABAFALFMA5;0;A;0.00
00PJP7;Personenauto;OPEL;CORSA;20140130;MPV;GRIJS;Niet geregistreerd;4;1099;1199;20110131;20110131;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;1635;;0.06;251;Nee;Nee;Nee;2185;2023;Logisch;00;Ja;2014-01-30T00:00:00.000;2011-01-31T00:00:00.000;2011-01-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240131;1635;;2024-01-31T00:00:00.000;5;1248;;500;500;;17764;S-D;;;;;A;
00PJP8;Personenauto;OPEL;ASTRA SPORTS TOURER;20120512;stationwagen;GRIJS;Niet geregistreerd;4;1337;1437;20110202;20110202;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.07;269;Nee;Nee;Nee;3280;2023;Logisch;00;Ja;2012-05-12T00:00:00.000;2011-02-02T00:00:00.000;2011-02-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240204;2030;;2024-02-04T00:00:00.000;5;1364;;710;1200;4774;26904;P-J/SW;e4*2007/46*0204*01;BC11;1A04A8ANFMA5;0;A;0.00
00PJT5;Personenauto;OPEL;ASTRA SPORTS TOURER;20161215;stationwagen;BLAUW;Niet geregistreerd;4;1337;1437;20110204;20110204;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.06;269;Nee;Nee;Nee;3280;2023;Logisch;00;Ja;2016-12-15T00:00:00.000;2011-02-04T00:00:00.000;2011-02-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240204;2030;;2024-02-04T00:00:00.000;5;1364;;710;1200;4465;24660;P-J/SW;e4*2007/46*0204*00;BU11;1A04A8ANFMA5;0;A;0.00
00PJZ4;Personenauto;OPEL;ASTRA SPORTS TOURER;20230211;stationwagen;ZWART;Niet geregistreerd;4;1337;1437;20110203;20110203;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2030;0;0.06;269;Nee;Nee;Nee;3280;2023;Logisch;00;Ja;2023-02-11T00:00:00.000;2011-02-03T00:00:00.000;2011-02-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240206;2030;;2024-02-06T00:00:00.000;5;1364;;710;1200;4994;28500;P-J/SW;e4*2007/46*0204*00;BU11;1A06A8ANFMB5;0;A;0.00
00PJZ5;Personenauto;OPEL;ASTRA SPORTS TOURER;20220712;MPV;GRIJS;Niet geregistreerd;4;1371;1471;20110208;20110208;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2000;0;0.05;269;Nee;Nee;Nee;3000;2023;Logisch;00;Ja;2022-07-12T00:00:00.000;2011-02-08T00:00:00.000;2011-02-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240208;2000;;2024-02-08T00:00:00.000;5;1248;;730;950;5195;26015;P-J/SW;e4*2007/46*0204*01;BA11;2A05A6ALCLA5;0;A;0.00
00PKD7;Personenauto;OPEL;ASTRA;20130516;MPV;GRIJS;Niet geregistreerd;4;1273;1373;20110204;20110204;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1885;0;0.05;269;Nee;Nee;Nee;2645;2023;Logisch;00;Ja;2013-05-16T00:00:00.000;2011-02-04T00:00:00.000;2011-02-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20240204;1885;;2024-02-04T00:00:00.000;5;1398;;670;850;3328;22134;P-J;e1*2007/46*0141*07;BB11;1AAAA2ACANA5;0;A;0.00
00PKG9;Personenauto;OPEL;ASTRA SPORTS TOURER;20140111;MPV;GRIJS;Niet geregistreerd;4;1371;1471;20110210;20110210;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;2000;0;0.05;269;Nee;Nee;Nee;3000;2023;Geen oordeel;07;Ja;2014-01-11T00:00:00.000;2011-02-10T00:00:00.000;2011-02-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240210;2000;;2024-02-10T00:00:00.000;5;1248;;730;950;5195;26015;P-J/SW;e4*2007/46*0204*01;BA11;2A05A6ALCLA5;0;A;0.00
00PKL3;Personenauto;OPEL;ASTRA SPORTS TOURER;20170106;stationwagen;GRIJS;Niet geregistreerd;4;1293;1393;20110209;20110209;Geen verstrekking in Open Data;Ja;4;4;0;0;470;0;M1;1975;0;0.05;269;Nee;Nee;Nee;2775;2023;Logisch;00;Ja;2017-01-06T00:00:00.000;2011-02-09T00:00:00.000;2011-02-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240209;1975;;2024-02-09T00:00:00.000;5;1398;;680;750;4071;23709;P-J/SW;e4*2007/46*0204*01;BB11;1A03A2ACBNA5;0;A;0.00
00PKR2;Personenauto;OPEL;AGILA;20201107;stationwagen;ZWART;Niet geregistreerd;3;950;1050;20110211;20110211;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.05;236;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-11-07T00:00:00.000;2011-02-11T00:00:00.000;2011-02-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20231117;1485;;2023-11-17T00:00:00.000;5;996;;;;1047;12519;H-B;e4*2001/116*0135*07;AE11;1AAAA1AAAA5;0;B;
00PKT7;Personenauto;OPEL;MERIVA;20110908;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20110215;20110215;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2023;Logisch;00;Ja;2011-09-08T00:00:00.000;2011-02-15T00:00:00.000;2011-02-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240215;1935;;2024-02-15T00:00:00.000;5;1364;;680;1050;4105;22426;S-D/ MONOCAB B;e4*2007/46*0165*00;BD11;1AABA4FBBC5;0;B;0.00
00PKT8;Personenauto;OPEL;CORSA;20130524;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20110211;20110211;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2013-05-24T00:00:00.000;2011-02-11T00:00:00.000;2011-02-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231101;1615;;2023-11-01T00:00:00.000;5;1398;;500;1000;2664;17311;S-D;e1*2001/116*0379*15;PR11;1AACA8L0ACA5;0;B;
00PKZ6;Personenauto;OPEL;ASTRA STATION WAGON;20191111;stationwagen;GRIJS;Niet geregistreerd;4;1178;1278;20100108;20110528;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.07;270;Nee;Nee;Nee;3000;2022;Geen oordeel;05;Ja;2019-11-11T00:00:00.000;2010-01-08T00:00:00.000;2011-05-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20231107;1860;;2023-11-07T00:00:00.000;5;1598;;630;1100;4660;23407;A-H/SW;e1*2007/46*0341*00;FS11;1A11A5EABN5;0;C;
00PLD7;Personenauto;OPEL;AGILA;20110701;stationwagen;ZWART;Niet geregistreerd;4;1015;1115;20110217;20110217;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2023;Logisch;00;Ja;2011-07-01T00:00:00.000;2011-02-17T00:00:00.000;2011-02-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20240217;1485;;2024-02-17T00:00:00.000;5;1242;;200;200;3083;15385;H-B;e4*2001/116*0135*05;AB11;1A03A1ABCA5;0;C;0.00
