kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;vervaldatum_apk;toegestane_maximum_massa_voertuig;laadvermogen;vervaldatum_apk_dt;aantal_zitplaatsen;cilinderinhoud;type_gasinstallatie;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid
00NSX1;Personenauto;OPEL;CORSA;20221128;MPV;ZWART;Niet geregistreerd;4;1063;1163;20101112;20101112;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Ja;Nee;Nee;2160;2022;Logisch;00;Nee;2022-11-28T00:00:00.000;2010-11-12T00:00:00.000;2010-11-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231128;1610;;2023-11-28T00:00:00.000;5;1248;;500;500;;17189;S-D;e1*2001/116*0379*15;FY11;4A12B7A7LJM5;0;A;
00NSX2;Personenauto;OPEL;MERIVA;20210116;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101112;20101112;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2023;Logisch;00;Ja;2021-01-16T00:00:00.000;2010-11-12T00:00:00.000;2010-11-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240115;1935;;2024-01-15T00:00:00.000;5;1364;;680;1050;4066;22505;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00NSX3;Personenauto;OPEL;INSIGNIA SPORTS TOURER SW;20190529;MPV;BEIGE;Niet geregistreerd;4;1513;1613;20101110;20101110;Geen verstrekking in Open Data;Ja;4;4;0;0;491;0;M1;2156;0;0.06;274;Nee;Nee;Nee;3505;2022;Logisch;00;Ja;2019-05-29T00:00:00.000;2010-11-10T00:00:00.000;2010-11-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20230527;2156;;2023-05-27T00:00:00.000;5;1796;;750;1350;7180;31495;0G-A;e1*2007/46*0374*02;FC11;1AAJE2BBDGE5;0;C;0.00
00NTB6;Personenauto;OPEL;CORSA;20200606;MPV;BRUIN;Niet geregistreerd;4;1059;1159;20110104;20110104;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Logisch;00;Ja;2020-06-06T00:00:00.000;2011-01-04T00:00:00.000;2011-01-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240104;1605;;2024-01-04T00:00:00.000;5;1229;;500;850;2313;15945;S-D;e1*2001/116*0379*15;KN11;1A06A770BDA5;0;B;
00NTG2;Personenauto;OPEL;CORSA;20101119;MPV;BLAUW;Niet geregistreerd;4;1059;1159;20100505;20101119;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Geen oordeel;05;Ja;2010-11-19T00:00:00.000;2010-05-05T00:00:00.000;2010-11-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230509;1605;;2023-05-09T00:00:00.000;5;1229;;500;850;2211;10958;S-D;e1*2001/116*0379*13;KN11;1A16A770BDA5;0;B;
00NTH9;Personenauto;OPEL;MERIVA;20140917;MPV;BRUIN;Niet geregistreerd;4;1293;1393;20101118;20101118;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2014-09-17T00:00:00.000;2010-11-18T00:00:00.000;2010-11-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20230916;1935;;2023-09-16T00:00:00.000;5;1364;;680;1050;4361;24080;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;1AADA4FBBC5;0;B;0.00
00NTJ1;Personenauto;OPEL;ASTRA STATION WAGON;20220517;stationwagen;GRIJS;Niet geregistreerd;4;1178;1278;20101115;20101115;Geen verstrekking in Open Data;Ja;4;4;0;0;452;0;M1;1860;0;0.07;270;Nee;Nee;Nee;3000;2022;Logisch;00;Ja;2022-05-17T00:00:00.000;2010-11-15T00:00:00.000;2010-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20231115;1860;;2023-11-15T00:00:00.000;5;1598;;630;1100;4419;22178;A-H/SW;e1*2007/46*0341*01;FS11;1A11A5EBBN5;0;C;
00NTK4;Personenauto;OPEL;CORSA;20170902;MPV;ZWART;Niet geregistreerd;4;1099;1199;20101115;20101115;Geen verstrekking in Open Data;Nee;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2020;Logisch;00;Ja;2017-09-02T00:00:00.000;2010-11-15T00:00:00.000;2010-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20211129;1635;;2021-11-29T00:00:00.000;5;1248;;500;500;;17714;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
00NTL1;Personenauto;OPEL;CORSA;20220518;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20100503;20101123;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2455;2022;Geen oordeel;05;Ja;2022-05-18T00:00:00.000;2010-05-03T00:00:00.000;2010-11-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230212;1605;;2023-02-12T00:00:00.000;5;1229;;500;850;2314;;S-D;e1*2001/116*0379*13;KN11;1A16A770BDA5;0;B;
00NTR5;Personenauto;OPEL;ASTRA;20170107;MPV;GRIJS;Niet geregistreerd;4;1293;1393;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1935;0;0.07;269;Nee;Nee;Nee;3300;2022;Logisch;00;Ja;2017-01-07T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230913;1935;;2023-09-13T00:00:00.000;5;1364;;680;1400;5146;29015;P-J;e1*2007/46*0141*06;BC11;1A06AFALFMB5;0;A;0.00
00NTR6;Personenauto;OPEL;MERIVA;20170127;MPV;BRUIN;Niet geregistreerd;4;1293;1393;20101117;20101117;Geen verstrekking in Open Data;Ja;4;4;0;0;429;0;M1;1935;0;0.06;264;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2017-01-27T00:00:00.000;2010-11-17T00:00:00.000;2010-11-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. voorzitting;;20240125;1935;;2024-01-25T00:00:00.000;5;1364;;;;4089;22630;S-D/ MONOCAB B;e4*2007/46*0165*01;BD11;2AADA4FBBC5;0;B;
00NTT5;Personenauto;OPEL;CORSA;20101123;MPV;BLAUW;Niet geregistreerd;4;1063;1163;20101123;20101123;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2010-11-23T00:00:00.000;2010-11-23T00:00:00.000;2010-11-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231201;1615;;2023-12-01T00:00:00.000;5;1398;;500;1000;2708;17315;S-D;e1*2001/116*0379*14;PR11;1AACA8L0ACA5;0;B;
00NTT6;Personenauto;OPEL;INSIGNIA;20210922;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20101119;20101119;Geen verstrekking in Open Data;Ja;4;4;0;0;483;0;M1;2020;0;0.06;274;Nee;Nee;Nee;3140;2022;Onlogisch;04;Ja;2021-09-22T00:00:00.000;2010-11-19T00:00:00.000;2010-11-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20231119;2020;;2023-11-19T00:00:00.000;5;1598;;750;1150;5997;28245;0G-A;e1*2007/46*0374*02;BA11;1AAAA1AHDGA5;0;B;0.00
00NTT7;Personenauto;OPEL;INSIGNIA SPORTS TOURER SW;20131018;MPV;GRIJS;Niet geregistreerd;4;1560;1660;20101118;20101118;Geen verstrekking in Open Data;Ja;4;4;0;0;491;0;M1;2203;0;0.08;274;Nee;Nee;Nee;3875;2022;Logisch;00;Ja;2013-10-18T00:00:00.000;2010-11-18T00:00:00.000;2010-11-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20231120;2203;;2023-11-20T00:00:00.000;5;1598;;750;1700;8230;36006;0G-A;e1*2007/46*0374*02;FB11;1AAKD9BRDHK5;0;C;0.00
00NTX4;Personenauto;OPEL;CORSA;20140419;MPV;GRIJS;Niet geregistreerd;4;1059;1159;20101122;20101122;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2255;2022;Logisch;00;Ja;2014-04-19T00:00:00.000;2010-11-22T00:00:00.000;2010-11-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231122;1605;;2023-11-22T00:00:00.000;5;1229;;500;750;1658;16440;S-D;e1*2001/116*0379*15;KN11;1A06A770CCA5;0;A;
00NTZ8;Personenauto;OPEL;MERIVA-A;20170127;MPV;GRIJS;Niet geregistreerd;4;1275;1375;20101125;20101125;Geen verstrekking in Open Data;Ja;4;4;0;0;405;0;M1;1855;1;0.06;263;Nee;Nee;Nee;3085;2022;Logisch;00;Ja;2017-01-27T00:00:00.000;2010-11-25T00:00:00.000;2010-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231125;1855;;2023-11-25T00:00:00.000;5;1598;;675;1200;4462;22258;X01MONOCAB;e1*2001/116*0215*17;BJ11;1A02A4CGDG5;0;D;
00NVD7;Personenauto;OPEL;CORSA;20161108;MPV;ZWART;Niet geregistreerd;4;1099;1199;20101125;20101125;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2016-11-08T00:00:00.000;2010-11-25T00:00:00.000;2010-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231215;1635;;2023-12-15T00:00:00.000;5;1248;;500;500;;17764;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
00NVD8;Personenauto;OPEL;CORSA;20151111;MPV;GRIJS;Niet geregistreerd;4;1063;1163;20101123;20101123;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2022;Logisch;00;Ja;2015-11-11T00:00:00.000;2010-11-23T00:00:00.000;2010-11-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230922;1610;;2023-09-22T00:00:00.000;5;1248;;500;500;;20459;S-D;e1*2001/116*0379*15;FY11;4AAEB7A7LJM5;0;A;
00NVH1;Personenauto;OPEL;ASTRA;20110429;MPV;GRIJS;Niet geregistreerd;4;1343;1443;20100428;20101122;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1940;0;0.06;269;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2011-04-29T00:00:00.000;2010-04-28T00:00:00.000;2010-11-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;by bodemplaat r. voorzitting;;20230503;1940;;2023-05-03T00:00:00.000;5;1598;;;;1564;;P-J;e1*2007/46*0141*03;BD11;2A03A6AMLJA5;0;C;0.00
00NVJ4;Personenauto;OPEL;CORSA;20140318;MPV;GRIJS;Niet geregistreerd;4;1099;1199;20101126;20101126;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2014-03-18T00:00:00.000;2010-11-26T00:00:00.000;2010-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230319;1635;;2023-03-19T00:00:00.000;5;1248;;500;500;;17714;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
00NVJ5;Personenauto;OPEL;CORSA;20191130;MPV;ZWART;Niet geregistreerd;4;1063;1163;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1615;0;0.06;251;Nee;Nee;Nee;2590;2023;Logisch;00;Ja;2019-11-30T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20240112;1615;;2024-01-12T00:00:00.000;5;1398;;500;1000;2722;17389;S-D;e1*2001/116*0379*15;PR11;1AACA8L0ACA5;0;B;
00NVL8;Personenauto;OPEL;CORSA;20180824;hatchback;GEEL;Niet geregistreerd;4;1040;1140;20101127;20101127;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1585;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2018-08-24T00:00:00.000;2010-11-27T00:00:00.000;2010-11-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231127;1585;;2023-11-27T00:00:00.000;5;1398;;500;1000;2511;16265;S-D;e1*2001/116*0379*12;FR11;1A03A5K0ACG5;0;B;
00NVS2;Personenauto;OPEL;CORSA;20221117;MPV;WIT;Niet geregistreerd;4;1040;1140;20101130;20101130;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1585;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2022-11-17T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231117;1585;;2023-11-17T00:00:00.000;5;1398;;500;1000;2474;16064;S-D;e1*2001/116*0379*15;FR11;1A06A5K0ACA5;0;B;
00NVV4;Personenauto;OPEL;CORSA;20220328;MPV;ZWART;Niet geregistreerd;4;1063;1163;20101130;20101130;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;1610;0;0.06;251;Nee;Nee;Nee;2160;2021;Logisch;00;Ja;2022-03-28T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20221130;1610;;2022-11-30T00:00:00.000;5;1248;;500;500;;16544;S-D;e1*2001/116*0379*15;FY11;4AAEB7A7LJM5;0;A;
00NVV5;Personenauto;OPEL;CORSA;20220708;MPV;BRUIN;Niet geregistreerd;4;1040;1140;20101129;20101129;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1585;0;0.06;251;Nee;Nee;Nee;2590;2022;Logisch;00;Ja;2022-07-08T00:00:00.000;2010-11-29T00:00:00.000;2010-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231025;1585;;2023-10-25T00:00:00.000;5;1398;;500;1000;2609;16789;S-D;e1*2001/116*0379*14;FR11;1A06A5K0ACA5;0;B;
00NVV6;Personenauto;OPEL;CORSA;20181215;MPV;GRIJS;Niet geregistreerd;4;1099;1199;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2018-12-15T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231130;1635;;2023-11-30T00:00:00.000;5;1248;;500;500;;18569;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
00NVZ4;Personenauto;OPEL;AGILA;20221126;stationwagen;GRIJS;Niet geregistreerd;4;1015;1115;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;374;0;M1;1485;0;0.06;236;Nee;Nee;Nee;1685;2022;Logisch;00;Ja;2022-11-26T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op r. schroefveerkoker onder motorkap;;20231130;1485;;2023-11-30T00:00:00.000;5;1242;;200;200;2491;15565;H-B;e4*2001/116*0135*07;AF11;1A03A1ABCA5;0;C;0.00
00NVZ5;Personenauto;OPEL;CORSA;20201126;MPV;BLAUW;Niet geregistreerd;4;1059;1159;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1605;0;0.05;251;Nee;Nee;Nee;2255;2022;Logisch;00;Ja;2020-11-26T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231127;1605;;2023-11-27T00:00:00.000;5;1229;;500;750;1658;16440;S-D;e1*2001/116*0379*14;KN11;1A06A770CCA5;0;A;
00NXF9;Personenauto;OPEL;INSIGNIA;20181102;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20101206;20101206;Geen verstrekking in Open Data;Ja;4;4;0;0;483;0;M1;2040;0;0.07;274;Nee;Nee;Nee;3505;2022;Logisch;00;Ja;2018-11-02T00:00:00.000;2010-12-06T00:00:00.000;2010-12-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;20231214;2040;;2023-12-14T00:00:00.000;5;1796;;750;1400;7035;30717;0G-A;e1*2001/116*0475*01;DC11;2A01A9ABFGE5;0;C;
00NXL1;Personenauto;OPEL;ZAFIRA;20110513;MPV;GRIJS;Niet geregistreerd;4;1403;1503;20051102;20110513;Geen verstrekking in Open Data;Ja;4;4;0;0;447;0;M1;2095;0;0.07;270;Nee;Nee;Nee;3305;2022;Geen oordeel;05;Ja;2011-05-13T00:00:00.000;2005-11-02T00:00:00.000;2011-05-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230426;2095;;2023-04-26T00:00:00.000;7;1796;;750;1200;7530;;;e1*2001/116*0325*00;BG11;1A07ANBABG7;0;C;
00NXR1;Personenauto;OPEL;CORSA;20220226;MPV;ZWART;Niet geregistreerd;4;1099;1199;20101217;20101217;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2022-02-26T00:00:00.000;2010-12-17T00:00:00.000;2010-12-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20230922;1635;;2023-09-22T00:00:00.000;5;1248;;500;500;;18644;S-D;e1*2001/116*0379*15;PY11;4AAED6A7LJM5;0;A;
00NXR2;Personenauto;OPEL;CORSA;20121215;MPV;GRIJS;Niet geregistreerd;4;1099;1199;20101217;20101217;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;1635;0;0.06;251;Nee;Nee;Nee;2185;2022;Logisch;00;Ja;2012-12-15T00:00:00.000;2010-12-17T00:00:00.000;2010-12-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;op bodemplaat by r. voorzitting;;20231217;1635;;2023-12-17T00:00:00.000;5;1248;;500;500;;17219;S-D;e1*2001/116*0379*15;PY11;4A12D6A7LJM5;0;A;
