kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;hoogte_voertuig
03ZDZ1;Personenauto;FERRARI;512 TR E2;20230701;20121015;coupe;PAARS;Niet geregistreerd;12;1550;1650;19940711;20121015;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;1840;0;0.19;255;Ja;Nee;Nee;0;2022;Geen oordeel;01;Nee;2023-07-01T00:00:00.000;2012-10-15T00:00:00.000;1994-07-11T00:00:00.000;2012-10-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;4943;1840;op r. balk onder motorkap;0;;;;;;;;;;;;
03ZVK9;Personenauto;FERRARI;F430 SPIDER;20231129;20150824;cabriolet;GEEL;Niet geregistreerd;8;1565;1665;20080131;20130218;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1790;;0.21;260;Nee;Ja;Nee;;2022;Geen oordeel;05;Ja;2023-11-29T00:00:00.000;2015-08-24T00:00:00.000;2008-01-31T00:00:00.000;2013-02-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;56922;2;4308;1790;r. bodemplaat onder voorzitting;0;256391;;;;;;;;;;;
04FPHV;Personenauto;FERRARI;360;20230817;20100625;coupe;GRIJS;Niet geregistreerd;8;1375;1475;20000519;20000519;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-08-17T00:00:00.000;2010-06-25T00:00:00.000;2000-05-19T00:00:00.000;2000-05-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;48053;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*02;AB;M;0;;;;;;
04GTP2;Personenauto;FERRARI;599;20230323;20131010;coupe;ZWART;Niet geregistreerd;12;1680;1780;20080110;20080908;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-03-23T00:00:00.000;2013-10-10T00:00:00.000;2008-01-10T00:00:00.000;2008-09-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;82692;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*02;AB;E;0;G;;;;;
04HS35;Personenauto;FERRARI;DINO 308 GT 4;20240716;20120728;Niet geregistreerd;GRIJS;Niet geregistreerd;8;1270;1370;19760110;19760110;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;0;0;0.00;255;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-07-16T00:00:00.000;2012-07-28T00:00:00.000;1976-01-10T00:00:00.000;1976-01-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;op r. balk onder motorkap;;;;;;;;;;;;;
04HVS1;Personenauto;FERRARI;TESTAROSSA U9;20230627;20090403;coupe;ROOD;Niet geregistreerd;12;1700;1800;19900723;20090403;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1840;0;0.16;255;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2023-06-27T00:00:00.000;2009-04-03T00:00:00.000;1990-07-23T00:00:00.000;2009-04-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;51484;2;4943;1840;op r. balk onder motorkap;0;;;;;;;;;;;;
04LNZ9;Personenauto;FERRARI;F 355;20220617;20100528;coupe;ZWART;Niet geregistreerd;8;1425;1525;19980310;20100528;Geen verstrekking in Open Data;Ja;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-06-17T00:00:00.000;2010-05-28T00:00:00.000;1998-03-10T00:00:00.000;2010-05-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;42695;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AB;E;0;;;;;;
04LXS1;Personenauto;FERRARI;328 GTB;20231108;20100712;coupe;ROOD;Niet geregistreerd;8;1300;1400;19890701;20100712;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1560;;0.14;234;Nee;Nee;Nee;;2021;Geen oordeel;05;Ja;2023-11-08T00:00:00.000;2010-07-12T00:00:00.000;1989-07-01T00:00:00.000;2010-07-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;3186;1560;op r. balk onder motorkap;0;;;;;;;;;;;;
04PDHG;Personenauto;FERRARI;348 TB E2;20230826;20060731;coupe;ROOD;Niet geregistreerd;8;1460;1560;19940401;20040601;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1680;0;0.00;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-08-26T00:00:00.000;2006-07-31T00:00:00.000;1994-04-01T00:00:00.000;2004-06-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;37534;2;3405;1680;op r. balk onder motorkap;0;;;;;;;;;;;;
04XNTR;Personenauto;FERRARI;599;20230722;20141001;coupe;ZWART;Niet geregistreerd;12;1680;1780;20070811;20070811;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-07-22T00:00:00.000;2014-10-01T00:00:00.000;2007-08-11T00:00:00.000;2007-08-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;93289;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
04ZBZL;Personenauto;FERRARI;430;20200417;20160212;cabriolet;ROOD;Niet geregistreerd;8;1565;1665;20070514;20071227;Geen verstrekking in Open Data;Nee;2;4;0;0;451;0;M1;1790;2;0.21;260;Nee;Ja;Nee;0;2019;Geen oordeel;05;Ja;2020-04-17T00:00:00.000;2016-02-12T00:00:00.000;2007-05-14T00:00:00.000;2007-12-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;65864;2;4308;1790;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
04ZRZ6;Personenauto;FERRARI;430;20230305;20130118;coupe;ROOD;Niet geregistreerd;8;1425;1525;20060711;20130118;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;1;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-03-05T00:00:00.000;2013-01-18T00:00:00.000;2006-07-11T00:00:00.000;2013-01-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;49642;2;4308;1720;op bodemplaat onder r. voorzitting;0;233017;;e3*2001/116*0043*08;EB;E;0;G;;;;;
05HGDR;Personenauto;FERRARI;360;20230920;20220728;coupe;GRIJS;Niet geregistreerd;8;1375;1475;20010626;20010626;Geen verstrekking in Open Data;Nee;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-09-20T00:00:00.000;2022-07-28T00:00:00.000;2001-06-26T00:00:00.000;2001-06-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;50196;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AB;E;0;G;;;;;
05KSX2;Personenauto;FERRARI;430;20180307;20170314;coupe;GEEL;Niet geregistreerd;8;1355;1455;20081029;20100210;Geen verstrekking in Open Data;Nee;2;4;0;0;451;0;M1;1680;0;0.26;260;Nee;Ja;Nee;0;2021;Geen oordeel;05;Ja;2018-03-07T00:00:00.000;2017-03-14T00:00:00.000;2008-10-29T00:00:00.000;2010-02-10T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;89003;2;4308;1680;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*09;EB;L;0;G;;;;;
05KVF8;Personenauto;FERRARI;430;20231214;20220510;coupe;ROOD;Niet geregistreerd;8;1425;1525;20051018;20100313;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-12-14T00:00:00.000;2022-05-10T00:00:00.000;2005-10-18T00:00:00.000;2010-03-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53957;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
05LLN6;Personenauto;FERRARI;458;20230608;20180226;coupe;ZWART;Niet geregistreerd;8;1490;1590;20100521;20100521;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;1;0.26;265;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-06-08T00:00:00.000;2018-02-26T00:00:00.000;2010-05-21T00:00:00.000;2010-05-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55843;2;4497;1785;r. bodemplaat by voorzitting;0;291763;F 142;e3*KS07/46*0025*00;AB;E;0;G;;;;;
05MV10;Personenauto;FERRARI;250 GT;;20080514;coupe;ROOD;Niet geregistreerd;12;1410;1510;19610630;19760923;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.12;260;Nee;Nee;Nee;;2010;Geen oordeel;05;Ja;;2008-05-14T00:00:00.000;1961-06-30T00:00:00.000;1976-09-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;2954;;l. op dwarsbalk onder motorkap;0;;;;;;;;;;;;
05YD16;Personenauto;FERRARI;400 I;20210411;20141014;sedan;WIT;Niet geregistreerd;12;1715;1815;19760707;20141014;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.15;270;Nee;Nee;Nee;;2019;Geen oordeel;05;Ja;2021-04-11T00:00:00.000;2014-10-14T00:00:00.000;1976-07-07T00:00:00.000;2014-10-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;4832;;r. by motorruimte;0;;;;;;;;;;;;
05ZSBS;Personenauto;FERRARI;360;20220909;20120330;coupe;ROOD;Niet geregistreerd;8;1375;1475;20010608;20080605;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-09-09T00:00:00.000;2012-03-30T00:00:00.000;2001-06-08T00:00:00.000;2008-06-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;42480;2;3586;1720;op bodemplaat onder r. voorzitting;0;;;e3*98/14*0043*04;AB;E;0;G;;;;;
06LJF7;Personenauto;FERRARI;599;20150808;20170914;coupe;GRIJS;Niet geregistreerd;12;1827;1927;20070802;20100423;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;2000;;0.24;275;Nee;Nee;Nee;;2017;Geen oordeel;05;Ja;2015-08-08T00:00:00.000;2017-09-14T00:00:00.000;2007-08-02T00:00:00.000;2010-04-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;87126;2;5999;2000;op dwarsbalk a. r. voorzitting;0;;;;;;;;;;;;
06RVDP;Personenauto;FERRARI;430;20231207;20180713;coupe;ZWART;Niet geregistreerd;8;1425;1525;20050922;20050922;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.23;260;Nee;Ja;Nee;0;2022;Geen oordeel;07;Ja;2023-12-07T00:00:00.000;2018-07-13T00:00:00.000;2005-09-22T00:00:00.000;2005-09-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;58707;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;EB;E;0;G;;;;;
06YD43;Personenauto;FERRARI;365GTC/4;;20220218;coupe;ROOD;Niet geregistreerd;12;1720;1820;19730123;20141205;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.13;250;Nee;Nee;Nee;;2022;Onlogisch;04;Ja;;2022-02-18T00:00:00.000;1973-01-23T00:00:00.000;2014-12-05T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;4;4390;;r. balk by motorruimte;0;;;;;;;;;;;;
06ZDBT;Personenauto;FERRARI;599;20220322;20151102;coupe;ZWART;Niet geregistreerd;12;1680;1780;20061107;20071227;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-03-22T00:00:00.000;2015-11-02T00:00:00.000;2006-11-07T00:00:00.000;2007-12-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;81013;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
06ZHV8;Personenauto;FERRARI;458;20230926;20140102;coupe;ROOD;Niet geregistreerd;8;1490;1590;20120813;20121116;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;0;0.26;265;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-09-26T00:00:00.000;2014-01-02T00:00:00.000;2012-08-13T00:00:00.000;2012-11-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53464;2;4497;1785;r. dwarsbalk onder voorzitting;0;258845;F 142;e3*2007/46*0040*02;AB;E;0;G;;;;;
07DHFG;Personenauto;FERRARI;MONDIAL T;20231109;20211215;coupe;ROOD;Niet geregistreerd;8;1540;1640;19890519;19990809;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1900;0;0.14;265;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2023-11-09T00:00:00.000;2021-12-15T00:00:00.000;1989-05-19T00:00:00.000;1999-08-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28596;;3405;1900;op r. balk onder motorkap;;;;;;;;;;;;;
07DTGP;Personenauto;FERRARI;MONDIAL 3.2;20241108;20141011;coupe;BLAUW;Niet geregistreerd;8;1400;1500;19861107;19991213;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1850;0;0.13;265;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2024-11-08T00:00:00.000;2014-10-11T00:00:00.000;1986-11-07T00:00:00.000;1999-12-13T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;23024;;3186;1850;op r. balk onder motorkap;;;;;;;;;;;;;
07JHGG;Personenauto;FERRARI;360;20221004;20210818;coupe;ZWART;Niet geregistreerd;8;1375;1475;20010205;20020411;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-10-04T00:00:00.000;2021-08-18T00:00:00.000;2001-02-05T00:00:00.000;2002-04-11T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;50302;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*03;AB;E;0;G;;;;;
07JJSN;Personenauto;FERRARI;512 TR E2;20120719;20020424;coupe;ROOD;Niet geregistreerd;12;1550;1650;19920915;20020424;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1840;0;0.19;255;Nee;Nee;Nee;0;2011;Geen oordeel;01;Ja;2012-07-19T00:00:00.000;2002-04-24T00:00:00.000;1992-09-15T00:00:00.000;2002-04-24T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;63729;;4943;1840;op r. balk onder motorkap;;;;;;;;;;;;;
07JLGN;Personenauto;FERRARI;F 355;20150113;20090120;coupe;GRIJS;Niet geregistreerd;8;1435;1535;19980709;20020531;Geen verstrekking in Open Data;Nee;2;4;0;0;425;0;M1;1700;0;0.18;245;Nee;Nee;Nee;0;2014;Geen oordeel;05;Ja;2015-01-13T00:00:00.000;2009-01-20T00:00:00.000;1998-07-09T00:00:00.000;2002-05-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;46383;2;3496;1700;op r. balk onder motorkap;;;;e3*96/79*0035*00;AS;E;0;;;;;;
07JZRR;Personenauto;FERRARI;308 GTS QUATTROVALVOLE;20230515;20150515;cabriolet;ROOD;Niet geregistreerd;8;1342;1442;19840401;20030429;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1610;0;0.00;234;Nee;Nee;Nee;0;2021;Geen oordeel;01;Ja;2023-05-15T00:00:00.000;2015-05-15T00:00:00.000;1984-04-01T00:00:00.000;2003-04-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15329;;2927;1610;op r. balk onder motorkap;0;;;;;;;;;;;;
07LXS1;Personenauto;FERRARI;430;20230527;20210224;coupe;ROOD;Niet geregistreerd;8;1355;1455;20090709;20100712;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1680;0;0.26;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-05-27T00:00:00.000;2021-02-24T00:00:00.000;2009-07-09T00:00:00.000;2010-07-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;83957;2;4308;1680;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*09;EB;L;0;G;;;;;
07RPDX;Personenauto;FERRARI;430;20221002;20130926;cabriolet;ROOD;Niet geregistreerd;8;1495;1595;20050623;20050623;Geen verstrekking in Open Data;Nee;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2021;Logisch;00;Ja;2022-10-02T00:00:00.000;2013-09-26T00:00:00.000;2005-06-23T00:00:00.000;2005-06-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;73214;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
07SBT9;Personenauto;FERRARI;360 CS;20230621;20210510;coupe;GEEL;Niet geregistreerd;8;1265;1365;20041011;20110909;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.22;260;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-06-21T00:00:00.000;2021-05-10T00:00:00.000;2004-10-11T00:00:00.000;2011-09-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;63245;2;3586;1720;op bodemplaat onder r. voorzitting;0;;;;;;;;;;;;
07TBDV;Personenauto;FERRARI;355 GTS;20230803;20150916;coupe;ZWART;Niet geregistreerd;8;1420;1520;19960910;20060807;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1680;0;0.18;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-08-03T00:00:00.000;2015-09-16T00:00:00.000;1996-09-10T00:00:00.000;2006-08-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;42317;2;3496;1680;op r. balk onder motorkap;0;;;;;;;;;;;;
