kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;aantal_zitplaatsen;cilinderinhoud;maximum_trekken_massa_geremd;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;zuinigheidsclassificatie;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
01XKBT;Personenauto;CITROEN;C3;20070626;hatchback;BLAUW;Niet geregistreerd;4;985;1085;20070626;20070626;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;0.04;246;Nee;Nee;Nee;2022;Logisch;00;Ja;2007-06-26T00:00:00.000;2007-06-26T00:00:00.000;2007-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;920;0;0;386;0;1483;0;2133;20230627;2023-06-27T00:00:00.000;3438;1483;540;16599;;e2*98/14*0256*08;C;C;0;;C;;;
01XLG1;Personenauto;CITROEN;C3;20211230;hatchback;BLAUW;Niet geregistreerd;4;985;1085;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0.04;245;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-12-30T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;775;0;0;394;0;1527;0;1977;20230712;2023-07-12T00:00:00.000;3233;1527;450;15570;S*****;e2*2007/46*0003*17;CHFV;0/1;0;0.00;C;;;
01XLRN;Personenauto;CITROEN;XSARA PICASSO;20221118;MPV;BLAUW;Niet geregistreerd;4;1301;1401;20060112;20070711;Geen verstrekking in Open Data;Ja;4;4;M1;r. op randprofiel onder motorkap;0.07;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-11-18T00:00:00.000;2006-01-12T00:00:00.000;2007-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1300;0;0;428;0;1832;0;3132;20231028;2023-10-28T00:00:00.000;6481;1832;700;;;e2*98/14*0153*13;HRFN;F;0;;E;;;
01XNK7;Personenauto;CITROEN;CITROEN C1;20150806;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120702;20120702;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-08-06T00:00:00.000;2012-07-02T00:00:00.000;2012-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230702;2023-07-02T00:00:00.000;;1190;;10620;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01XNTP;Personenauto;CITROEN;C4 PICASSO;20201231;stationwagen;BLAUW;Niet geregistreerd;4;1486;1586;20070802;20070802;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-12-31T00:00:00.000;2007-08-02T00:00:00.000;2007-08-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1500;0;0;447;0;2040;2;3440;20230929;2023-09-29T00:00:00.000;7040;2040;750;29685;;e2*2001/116*0345*01;DRFJ;H/P;0;;C;;;
01XSG3;Personenauto;CITROEN;CITROEN C1;20200507;hatchback;BLAUW;Niet geregistreerd;3;775;875;20060614;20120713;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2020;Geen oordeel;05;Ja;2020-05-07T00:00:00.000;2006-06-14T00:00:00.000;2012-07-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20210803;2021-08-03T00:00:00.000;1006;1190;;;;e11*2001/116*0238*01;NCFA;C;0;;A;;;
01XSL7;Personenauto;CITROEN;CITROEN C1;20190306;hatchback;BLAUW;Niet geregistreerd;3;795;895;20120726;20120726;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-03-06T00:00:00.000;2012-07-26T00:00:00.000;2012-07-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20230413;2023-04-13T00:00:00.000;;1180;;10320;P*****;e11*2001/116*0238*09;MCFB;4;0;;A;;;
01XTF9;Personenauto;CITROEN;CITROEN C1;20120731;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120731;20120731;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2012-07-31T00:00:00.000;2012-07-31T00:00:00.000;2012-07-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230816;2023-08-16T00:00:00.000;;1190;;10435;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01XTFF;Personenauto;CITROEN;CITROEN C1;20211228;hatchback;BLAUW;Niet geregistreerd;3;775;875;20070928;20070928;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-12-28T00:00:00.000;2007-09-28T00:00:00.000;2007-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20231228;2023-12-28T00:00:00.000;1354;1180;;11659;;e11*2001/116*0238*04;MCFA;C;0;;A;;;
01XVL6;Personenauto;CITROEN;C5;20131003;stationwagen;BLAUW;Niet geregistreerd;4;1478;1578;20120929;20120929;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.07;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-10-03T00:00:00.000;2012-09-29T00:00:00.000;2012-09-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1790;0;0;483;0;2167;0;3667;20230929;2023-09-29T00:00:00.000;7374;2167;750;33928;R*****;e2*2001/116*0360*19;W5FV;8;0;0.00;B;;;
01XVSR;Personenauto;CITROEN;C3;20201008;hatchback;BLAUW;Niet geregistreerd;4;989;1089;20071019;20071019;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;0.05;246;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-10-08T00:00:00.000;2007-10-19T00:00:00.000;2007-10-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1360;1160;0;0;386;0;1510;0;2410;20231108;2023-11-08T00:00:00.000;3603;1510;540;17199;;e2*98/14*0257*10;C;C;0;;C;;;
01XZV1;Personenauto;CITROEN;CITROEN C1;20180710;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120927;20120927;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-07-10T00:00:00.000;2012-09-27T00:00:00.000;2012-09-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230703;2023-07-03T00:00:00.000;;1190;;9895;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01YB40;Personenauto;CITROEN;GS PALLAS C-MATIC;20040701;hatchback;BLAUW;Niet geregistreerd;4;890;990;19770125;20040701;Geen verstrekking in Open Data;Ja;4;4;M1;r. op schetsplaat onder motorkap;0.00;255;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2004-07-01T00:00:00.000;1977-01-25T00:00:00.000;2004-07-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20230625;2023-06-25T00:00:00.000;;;;;;;;;;;;;;
01YB52;Personenauto;CITROEN;DF 2 KC BREAK 20 CONF.;20080717;Niet geregistreerd;BLAUW;Niet geregistreerd;4;1392;1492;19740630;19910726;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen watergoot onder motorkap;0.00;313;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2008-07-17T00:00:00.000;1974-06-30T00:00:00.000;1991-07-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20231129;2023-11-29T00:00:00.000;;;;;;;;;;;;;;
01YE12;Personenauto;CITROEN;HY SERIE IN 2;20221028;kampeerwagen;BLAUW;Niet geregistreerd;4;1401;1501;19770307;20221028;Geen verstrekking in Open Data;Ja;3;4;M1;r. deurstyl a. voorzitting;0.06;252;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-10-28T00:00:00.000;1977-03-07T00:00:00.000;2022-10-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2;1781;;;;;200;2975;;;20241223;2024-12-23T00:00:00.000;;2975;;;;;;;;;;;20221028;2022-10-28T00:00:00.000
01YE43;Personenauto;CITROEN;MF8KC AMI 8 BREAK;20221109;stationwagen;BLAUW;Niet geregistreerd;2;719;819;19740326;20221109;Geen verstrekking in Open Data;Nee;4;4;M1;;0.03;240;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-11-09T00:00:00.000;1974-03-26T00:00:00.000;2022-11-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;602;;;;;;;;;;;;;;;;;;;;;;;20221109;2022-11-09T00:00:00.000
01YE72;Personenauto;CITROEN;ID 20 F;20221117;stationwagen;BLAUW;GRIJS;4;1375;1475;19730524;20221117;Geen verstrekking in Open Data;Ja;4;4;M1;r. schutbord;0.05;313;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-11-17T00:00:00.000;1973-05-24T00:00:00.000;2022-11-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1985;;;;;;;;;20241129;2024-11-29T00:00:00.000;;;;;ID20F;;;;;;;;20221115;2022-11-15T00:00:00.000
01YE76;Personenauto;CITROEN;D SPECIAL;20221121;sedan;BLAUW;WIT;4;1334;1434;19740213;20221121;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;0.05;313;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2022-11-21T00:00:00.000;1974-02-13T00:00:00.000;2022-11-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;2000;1250;;;;;;;;20240213;2024-02-13T00:00:00.000;;;500;;;;;;;;;;20221121;2022-11-21T00:00:00.000
01ZBG1;Personenauto;CITROEN;CITROEN C1;20190623;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120928;20120928;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-06-23T00:00:00.000;2012-09-28T00:00:00.000;2012-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231021;2023-10-21T00:00:00.000;;1190;;10040;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01ZDF6;Personenauto;CITROEN;C3;20220315;hatchback;BLAUW;Niet geregistreerd;4;989;1089;20060302;20121004;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;0.05;246;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-03-15T00:00:00.000;2006-03-02T00:00:00.000;2012-10-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1360;1160;0;0;386;0;1510;0;2410;20220728;2022-07-28T00:00:00.000;3178;1510;540;;;e2*98/14*0257*07;C;C;0;;C;;;
01ZFV4;Personenauto;CITROEN;CITROEN C1;20160929;hatchback;BLAUW;Niet geregistreerd;3;805;905;20121031;20121031;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2016-09-29T00:00:00.000;2012-10-31T00:00:00.000;2012-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231111;2023-11-11T00:00:00.000;;1190;;10222;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01ZFZR;Personenauto;CITROEN;C5;20170324;stationwagen;BLAUW;Niet geregistreerd;4;1454;1554;20080131;20080131;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.07;275;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-03-24T00:00:00.000;2008-01-31T00:00:00.000;2008-01-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1500;0;0;0;0;2079;0;3579;20231121;2023-11-21T00:00:00.000;8041;2079;720;32964;;e2*2001/116*0304*02;E;F;0;;D;;;
01ZHXS;Personenauto;CITROEN;CITROEN C1;20220405;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080228;20080228;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-04-05T00:00:00.000;2008-02-28T00:00:00.000;2008-02-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231104;2023-11-04T00:00:00.000;561;1190;;10188;;e11*2001/116*0238*04;NCFA;C;0;;A;;;
01ZKVD;Personenauto;CITROEN;XSARA PICASSO;20210419;MPV;BLAUW;Niet geregistreerd;4;1220;1320;20050728;20080307;Geen verstrekking in Open Data;Ja;4;4;M1;r. v. schroefveerkoker op randprofiel;0.06;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2021-04-19T00:00:00.000;2005-07-28T00:00:00.000;2008-03-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1749;1300;0;0;428;0;1795;0;3095;20230624;2023-06-24T00:00:00.000;2895;1795;655;;;e2*98/14*0153*12;H6FZ;C/IF;0;;D;;;
01ZLJK;Personenauto;CITROEN;CITROEN C1;20080815;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080320;20080320;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2008-08-15T00:00:00.000;2008-03-20T00:00:00.000;2008-03-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230825;2023-08-25T00:00:00.000;338;1190;;9338;;e11*2001/116*0238*04;NCFA;C;0;;A;;;
01ZNBN;Personenauto;CITROEN;CITROEN C1;20230210;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080331;20080331;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2023;Logisch;00;Ja;2023-02-10T00:00:00.000;2008-03-31T00:00:00.000;2008-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230602;2023-06-02T00:00:00.000;960;1190;;11709;P;e11*2001/116*0238*05;NCFA;C;0;;A;;;
01ZNKJ;Personenauto;CITROEN;CITROEN C1;20191203;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080331;20080331;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2019-12-03T00:00:00.000;2008-03-31T00:00:00.000;2008-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231113;2023-11-13T00:00:00.000;960;1190;;11709;;e11*2001/116*0238*04;NCFA;C;0;;A;;;
01ZNTH;Personenauto;CITROEN;C4 PICASSO;20210708;stationwagen;BLAUW;Niet geregistreerd;4;1485;1585;20080425;20080425;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schroefveerkoker onder motorkap;0.06;273;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-07-08T00:00:00.000;2008-04-25T00:00:00.000;2008-04-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7;1749;1500;;;459;;2200;;3400;20230426;2023-04-26T00:00:00.000;6885;2200;750;30365;;;;;;;C;;;
01ZPD4;Personenauto;CITROEN;CITROEN C1;20130906;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130122;20130122;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2023;Logisch;00;Ja;2013-09-06T00:00:00.000;2013-01-22T00:00:00.000;2013-01-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240128;2024-01-28T00:00:00.000;;1190;;10222;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01ZPD5;Personenauto;CITROEN;CITROEN C1;20130114;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130114;20130114;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2013-01-14T00:00:00.000;2013-01-14T00:00:00.000;2013-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240114;2024-01-14T00:00:00.000;;1190;;10222;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01ZRPG;Personenauto;CITROEN;CITROEN C1;20150516;hatchback;BLAUW;Niet geregistreerd;3;780;880;20080513;20080513;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-05-16T00:00:00.000;2008-05-13T00:00:00.000;2008-05-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230518;2023-05-18T00:00:00.000;613;1190;;10386;P;e11*2001/116*0238*05;NCFA;C;0;;A;;;
01ZSV6;Personenauto;CITROEN;CITROEN C1;20220709;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130205;20130205;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2022-07-09T00:00:00.000;2013-02-05T00:00:00.000;2013-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230708;2023-07-08T00:00:00.000;500;1190;;10720;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
01ZTD9;Personenauto;CITROEN;CITROEN C1;20131221;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130131;20130131;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2023;Logisch;00;Ja;2013-12-21T00:00:00.000;2013-01-31T00:00:00.000;2013-01-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20240131;2024-01-31T00:00:00.000;500;1190;;10720;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
