kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;aantal_zitplaatsen;cilinderinhoud;maximum_trekken_massa_geremd;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;zuinigheidsclassificatie;type_gasinstallatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
00XZV1;Personenauto;CITROEN;CITROEN C1;20120926;hatchback;BLAUW;Niet geregistreerd;3;805;905;20120926;20120926;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-09-26T00:00:00.000;2012-09-26T00:00:00.000;2012-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230926;2023-09-26T00:00:00.000;;1190;;10040;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00YA95;Personenauto;CITROEN;SM;20220531;Niet geregistreerd;BLAUW;Niet geregistreerd;6;1586;1686;19731019;19960618;Geen verstrekking in Open Data;Nee;2;4;M1;op r. balk onder motorkap;0.00;295;Nee;Nee;Nee;2020;Geen oordeel;05;Ja;2022-05-31T00:00:00.000;1973-10-19T00:00:00.000;1996-06-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20220520;2022-05-20T00:00:00.000;;;;;;;;;;;;G2 gasinstallatie;;
00YB24;Personenauto;CITROEN;ID 20 F BREAK LUXE;20110307;stationwagen;BLAUW;Niet geregistreerd;4;1419;1519;19731112;20040604;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;0.05;313;Nee;Nee;Nee;2021;Geen oordeel;07;Ja;2011-03-07T00:00:00.000;1973-11-12T00:00:00.000;2004-06-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1985;;0;0;0;0;2040;0;0;20230317;2023-03-17T00:00:00.000;;2040;750;;;;;;;;;;;
00ZFV4;Personenauto;CITROEN;CITROEN C1;20150504;hatchback;BLAUW;Niet geregistreerd;3;805;905;20121031;20121031;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Logisch;00;Ja;2015-05-04T00:00:00.000;2012-10-31T00:00:00.000;2012-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231031;2023-10-31T00:00:00.000;;1190;;10222;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00ZGZ8;Personenauto;CITROEN;C4;20121121;hatchback;BLAUW;Niet geregistreerd;4;1180;1280;20121121;20121121;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;0.07;261;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-11-21T00:00:00.000;2012-11-21T00:00:00.000;2012-11-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1550;0;0;433;0;1765;1;3065;20231121;2023-11-21T00:00:00.000;5514;1765;640;25451;N;e2*2007/46*0040*11;C5FS;0/1;0;0.00;B;;;
00ZKL4;Personenauto;CITROEN;CITROEN C1;20121224;hatchback;BLAUW;Niet geregistreerd;3;805;905;20110530;20121224;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2022;Geen oordeel;05;Ja;2012-12-24T00:00:00.000;2011-05-30T00:00:00.000;2012-12-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230530;2023-05-30T00:00:00.000;;1190;;10565;P*****;e11*2001/116*0238*08;NCFB;4;0;;A;;;
00ZPD5;Personenauto;CITROEN;CITROEN C1;20180803;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130228;20130228;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-08-03T00:00:00.000;2013-02-28T00:00:00.000;2013-02-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230730;2023-07-30T00:00:00.000;;1190;;10222;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00ZTT7;Personenauto;CITROEN;CITROEN C1;20130212;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130212;20130212;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Ja;Nee;2023;Logisch;00;Ja;2013-02-12T00:00:00.000;2013-02-12T00:00:00.000;2013-02-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20231021;2023-10-21T00:00:00.000;500;1190;;12620;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00ZXP2;Personenauto;CITROEN;CITROEN C1;20141020;hatchback;BLAUW;Niet geregistreerd;3;805;905;20130307;20130307;Geen verstrekking in Open Data;Ja;4;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-10-20T00:00:00.000;2013-03-07T00:00:00.000;2013-03-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1190;0;0;20230307;2023-03-07T00:00:00.000;500;1190;;10720;P*****;e11*2001/116*0238*09;NCFB;4;0;;A;;;
00ZXR4;Personenauto;CITROEN;C5;20140308;stationwagen;BLAUW;Niet geregistreerd;4;1478;1578;20130306;20130306;Geen verstrekking in Open Data;Ja;4;4;M1;r. watergoot;0.07;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-03-08T00:00:00.000;2013-03-06T00:00:00.000;2013-03-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1598;1790;0;0;483;0;2167;1;3667;20230306;2023-03-06T00:00:00.000;7845;2167;750;33015;R;e2*2001/116*0360*25;W5FV;8;0;0.00;B;;;
0123UK;Personenauto;CITROEN;AMI 8 BREAK COMMERCIAL;19951114;Niet geregistreerd;BLAUW;Niet geregistreerd;2;749;849;19720629;19720629;Geen verstrekking in Open Data;Ja;4;4;M1;op bodemplaat v. achterzitting;0.00;240;Nee;Nee;Nee;1998;Geen oordeel;06;Ja;1995-11-14T00:00:00.000;1972-06-29T00:00:00.000;1972-06-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;
0133PT;Personenauto;CITROEN;AZ-A2;20190320;Niet geregistreerd;BLAUW;Niet geregistreerd;2;560;660;19710112;19710112;Geen verstrekking in Open Data;Ja;4;4;M1;op bodemplaat v. voorzitting;0.00;240;Nee;Nee;Nee;2020;Geen oordeel;01;Ja;2019-03-20T00:00:00.000;1971-01-12T00:00:00.000;1971-01-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
0161VR;Personenauto;CITROEN;MF8KC AMI 8 BREAK;20040701;Niet geregistreerd;BLAUW;Niet geregistreerd;2;719;819;19730102;19730102;Geen verstrekking in Open Data;Nee;4;4;M1;op bodemplaat v. achterzitting;0.00;240;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2004-07-01T00:00:00.000;1973-01-02T00:00:00.000;1973-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
01AV51;Personenauto;CITROEN;AYA2 A DYANE LUXE;20170916;Niet geregistreerd;BLAUW;Niet geregistreerd;2;577;677;19731115;19731115;Geen verstrekking in Open Data;Ja;4;4;M1;;0.00;240;Nee;Nee;Nee;2022;Geen oordeel;01;Ja;2017-09-16T00:00:00.000;1973-11-15T00:00:00.000;1973-11-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;0;0;0;0;0;0;20240207;2024-02-07T00:00:00.000;;;;;;;;;;;;;;
01DGRG;Personenauto;CITROEN;XM;20100501;hatchback;BLAUW;Niet geregistreerd;6;1566;1666;19990806;19990806;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.08;285;Nee;Nee;Nee;2022;Logisch;00;Ja;2010-05-01T00:00:00.000;1999-08-06T00:00:00.000;1999-08-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;2946;1500;0;0;471;0;2125;1;3545;20230522;2023-05-22T00:00:00.000;10529;2125;750;;;e2*93/81*0136*01;Y4WH;Y4WH;0;;;;;
01DHXJ;Personenauto;CITROEN;SAXO;20180707;hatchback;BLAUW;Niet geregistreerd;4;780;880;19990831;19990831;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.05;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-07-07T00:00:00.000;1999-08-31T00:00:00.000;1999-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;600;0;0;0;0;1310;1;1910;20230128;2023-01-28T00:00:00.000;1668;1310;440;;;e2*93/81*0032*02;S0HDZF;S0HDZF;0;;;;;
01DTDH;Personenauto;CITROEN;BERLINGO;20180215;stationwagen;BLAUW;Niet geregistreerd;4;1100;1200;19991203;19991203;Geen verstrekking in Open Data;Ja;0;4;M1;r. op randprofiel onder motorkap;0.05;269;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2018-02-15T00:00:00.000;1999-12-03T00:00:00.000;1999-12-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1360;900;0;0;411;0;1780;1;2550;20230419;2023-04-19T00:00:00.000;3049;1780;600;;;e2*98/14*0058*05;F/A;F/A;0;;;;;
01FFDH;Personenauto;CITROEN;SAXO;20131217;hatchback;BLAUW;Niet geregistreerd;4;780;880;20000222;20000222;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.05;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-12-17T00:00:00.000;2000-02-22T00:00:00.000;2000-02-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;600;0;0;0;0;1310;1;1910;20231202;2023-12-02T00:00:00.000;2044;1310;440;;;e2*98/14*0032*03;S0HDZF;S0HDZF;0;;;;;
01FPZF;Personenauto;CITROEN;XSARA PICASSO;20191107;MPV;BLAUW;Niet geregistreerd;4;1215;1315;20000531;20000531;Geen verstrekking in Open Data;Ja;4;4;M1;r. v. schroefveerkoker op randprofiel;0.05;276;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2019-11-07T00:00:00.000;2000-05-31T00:00:00.000;2000-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1587;900;0;0;428;0;1790;0;2690;20231107;2023-11-07T00:00:00.000;4050;1790;650;;;e2*98/14*0153*00;CHNFZ;CHNFZA;0;;;;;
01FRDG;Personenauto;CITROEN;SAXO;20221117;hatchback;BLAUW;Niet geregistreerd;4;780;880;20000531;20000531;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.04;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-17T00:00:00.000;2000-05-31T00:00:00.000;2000-05-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;954;500;0;0;0;0;1220;1;1720;20230708;2023-07-08T00:00:00.000;1482;1220;440;;;e2*98/14*0030*03;S0CDZF;S0CDZF;0;;;;;
01FVPR;Personenauto;CITROEN;XANTIA;20000804;hatchback;BLAUW;Niet geregistreerd;4;1239;1339;20000804;20000804;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;274;Nee;Nee;Nee;2022;Logisch;00;Ja;2000-08-04T00:00:00.000;2000-08-04T00:00:00.000;2000-08-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1761;1500;0;0;452;0;1770;1;2960;20230804;2023-08-04T00:00:00.000;4363;1770;665;;;e2*93/81*0118*02;X1LFYF;X1LFYF;0;;;;;
01FZZB;Personenauto;CITROEN;SAXO;20041228;hatchback;BLAUW;Niet geregistreerd;4;780;880;20000831;20000831;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.04;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2004-12-28T00:00:00.000;2000-08-31T00:00:00.000;2000-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;954;500;0;0;0;0;1220;1;1720;20231224;2023-12-24T00:00:00.000;1482;1220;440;;;e2*98/14*0030*03;S0CDZF;S0CDZF;0;;;;;
01GBXS;Personenauto;CITROEN;BERLINGO;20150217;stationwagen;BLAUW;Niet geregistreerd;4;1145;1245;20000922;20000922;Geen verstrekking in Open Data;Ja;0;4;M1;r. op randprofiel onder motorkap;0.05;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-02-17T00:00:00.000;2000-09-22T00:00:00.000;2000-09-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1761;1100;0;0;411;0;1780;1;2880;20230907;2023-09-07T00:00:00.000;3304;1780;620;;;e2*98/14*0132*04;F;F/A;0;;;;;
01GFJG;Personenauto;CITROEN;XANTIA;20180109;hatchback;BLAUW;Niet geregistreerd;4;1239;1339;20001031;20001031;Geen verstrekking in Open Data;Nee;4;4;M1;r. in watergoot onder motorkap;0.06;274;Nee;Nee;Nee;2020;Logisch;00;Ja;2018-01-09T00:00:00.000;2000-10-31T00:00:00.000;2000-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1761;1500;0;0;452;0;1770;1;2960;20210115;2021-01-15T00:00:00.000;4546;1770;665;;;e2*98/14*0118*03;X1LFYF;X1LFYF;0;;;;;
01GGHR;Personenauto;CITROEN;XSARA PICASSO;20141014;MPV;BLAUW;Niet geregistreerd;4;1215;1315;20001027;20001027;Geen verstrekking in Open Data;Ja;4;4;M1;r. v. schroefveerkoker op randprofiel;0.05;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-10-14T00:00:00.000;2000-10-27T00:00:00.000;2000-10-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1587;900;0;0;428;0;1790;0;2690;20231028;2023-10-28T00:00:00.000;4101;1790;650;;;e2*98/14*0153*00;CHNFZ;CHNFZA;0;;;;;
01GHV2;Personenauto;CITROEN;CITROEN C1;20210529;hatchback;BLAUW;Niet geregistreerd;3;775;875;20080627;20080627;Geen verstrekking in Open Data;Ja;2;4;M1;r. op bodemplaat by voorzitting;0.06;234;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-05-29T00:00:00.000;2008-06-27T00:00:00.000;2008-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;998;;0;0;344;0;1180;0;0;20230713;2023-07-13T00:00:00.000;522;1180;;10040;;e11*2001/116*0238*04;MCFA;C;0;;A;;;
01GKTB;Personenauto;CITROEN;SAXO;20230113;hatchback;BLAUW;Niet geregistreerd;4;780;880;20001228;20001228;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.05;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-13T00:00:00.000;2000-12-28T00:00:00.000;2000-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;600;0;0;0;0;1310;0;1910;20230225;2023-02-25T00:00:00.000;2009;1310;440;;;e2*98/14*0207*00;S0HFXB;S0HFXB;0;0.00;;;;
01GSKL;Personenauto;CITROEN;SAXO;20220331;hatchback;BLAUW;Niet geregistreerd;4;780;880;20010313;20010313;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.05;239;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-03-31T00:00:00.000;2001-03-13T00:00:00.000;2001-03-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;600;0;0;0;0;1310;0;1910;20230418;2023-04-18T00:00:00.000;1777;1310;440;;;e2*98/14*0207*00;S0HFXB;S0HFXB;0;0.00;C;;;
01GSV5;Personenauto;CITROEN;XSARA PICASSO;20131012;MPV;BLAUW;Niet geregistreerd;4;1243;1343;20080829;20080829;Geen verstrekking in Open Data;Ja;4;4;M1;r. v. schroefveerkoker op randprofiel;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2013-10-12T00:00:00.000;2008-08-29T00:00:00.000;2008-08-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1587;1200;0;0;428;0;1800;0;3000;20230820;2023-08-20T00:00:00.000;5045;1800;670;22223;;e2*98/14*0153*16;HNFU;C;0;0.00;D;;;
01GTP2;Personenauto;CITROEN;C5;20121214;sedan;BLAUW;Niet geregistreerd;4;1558;1658;20080909;20080909;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;282;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2012-12-14T00:00:00.000;2008-09-09T00:00:00.000;2008-09-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1720;0;0;478;0;2090;0;3590;20231204;2023-12-04T00:00:00.000;8129;2090;750;33983;R;e2*2001/116*0360*00;DRFJ;F;0;0.00;D;;;
01GTX3;Personenauto;CITROEN;2CV6;20210308;cabriolet;BLAUW;Niet geregistreerd;2;570;670;19791114;20080918;Geen verstrekking in Open Data;Ja;4;4;M1;r. balk motorruimte;0.04;240;Nee;Nee;Nee;2022;Geen oordeel;01;Ja;2021-03-08T00:00:00.000;1979-11-14T00:00:00.000;2008-09-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4;602;;0;0;0;0;0;0;0;20241026;2024-10-26T00:00:00.000;;;;;;;;;;;;;;
01GVH1;Personenauto;CITROEN;C3;20181227;hatchback;BLAUW;Niet geregistreerd;4;985;1085;20080913;20080913;Geen verstrekking in Open Data;Ja;4;4;M1;r. tegen schutbord onder motorkap;0.04;246;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-12-27T00:00:00.000;2008-09-13T00:00:00.000;2008-09-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1124;920;0;0;386;0;1483;1;2133;20230913;2023-09-13T00:00:00.000;2904;1483;540;15184;;e2*98/14*0256*08;C;C;0;;C;;;
01GVX4;Personenauto;CITROEN;C5;20211108;stationwagen;BLAUW;Niet geregistreerd;4;1553;1653;20080920;20080920;Geen verstrekking in Open Data;Ja;4;4;M1;r. in watergoot onder motorkap;0.06;282;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-11-08T00:00:00.000;2008-09-20T00:00:00.000;2008-09-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5;1997;1790;0;0;483;0;2183;0;3683;20231017;2023-10-17T00:00:00.000;8254;2183;750;35585;R;e2*2001/116*0360*01;WRFJ;C;0;0.00;C;;;
