kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;vervaldatum_apk;vervaldatum_apk_dt;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
00TNS7;Personenauto;BMW;1ER REIHE;20220129;stationwagen;BLAUW;Niet geregistreerd;4;1285;1385;20120310;20120310;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-01-29T00:00:00.000;2012-03-10T00:00:00.000;2012-03-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230506;2023-05-06T00:00:00.000;4189;5;1598;1840;650;1200;32763;1K4;e1*2007/46*0283*04;1A11;A1;0;B;0.00;;;;;
00TPG8;Personenauto;BMW;318I;20220512;sedan;BLAUW;Niet geregistreerd;4;1365;1465;20120314;20120314;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-05-12T00:00:00.000;2012-03-14T00:00:00.000;2012-03-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1910;0;3385;20230509;2023-05-09T00:00:00.000;6421;5;1995;1910;695;1400;34744;3L;e1*2007/46*0314*04;PF51;5D;0;B;0.00;;;;;
00TPR6;Personenauto;BMW;5ER REIHE;20151204;stationwagen;GRIJS;Niet geregistreerd;4;1690;1790;20120319;20120319;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-12-04T00:00:00.000;2012-03-19T00:00:00.000;2012-03-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2365;0;4455;20230902;2023-09-02T00:00:00.000;11115;5;1995;2365;750;2000;71612;5K;e1*2007/46*0455*03;MX11;5A200;0;A;0.00;;;;;
00TPT9;Personenauto;BMW;3ER REIHE;20220719;sedan;ZWART;Niet geregistreerd;4;1395;1495;20120329;20120329;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-07-19T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20230607;2023-06-07T00:00:00.000;5520;5;1997;1970;695;1500;41306;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;
00TPX8;Personenauto;BMW;523I;20210111;stationwagen;ZWART;Niet geregistreerd;6;1705;1805;20110629;20120322;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2021-01-11T00:00:00.000;2011-06-29T00:00:00.000;2012-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2380;0;4470;20240111;2024-01-11T00:00:00.000;9410;5;2996;2380;750;2000;78012;5K;e1*2007/46*0455*02;MT11;5B;0;B;0.00;;;;;
00TRF5;Personenauto;BMW;5ER REIHE;20141128;sedan;GRIJS;Niet geregistreerd;4;1595;1695;20120323;20120323;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-11-28T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2230;0;4320;20230323;2023-03-23T00:00:00.000;8348;5;1997;2230;750;2000;60348;5L;e1*2007/46*0363*06;XG31;5A100;0;A;0.00;;;;;
00TRL4;Personenauto;BMW;5ER REIHE;20140724;sedan;GRIJS;Niet geregistreerd;6;1630;1730;20120329;20120329;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;297;Nee;Nee;Nee;2023;Logisch;00;Ja;2014-07-24T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;20240115;2024-01-15T00:00:00.000;11531;5;2996;2265;750;2000;76490;5L;e1*2007/46*0363*06;XH71;5A100;0;B;0.00;;;;;
00TRT6;Personenauto;BMW;530D XDRIVE;20150528;stationwagen;GRIJS;Niet geregistreerd;6;1840;1940;20110831;20120323;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.10;297;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2015-05-28T00:00:00.000;2011-08-31T00:00:00.000;2012-03-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2520;0;4610;20230831;2023-08-31T00:00:00.000;7935;5;2993;2520;750;2000;98373;5K;e1*2007/46*0455*02;MW91;5B;0;B;0.00;;;;;
00TRX4;Personenauto;BMW;1ER REIHE;20211013;stationwagen;BLAUW;Niet geregistreerd;4;1320;1420;20120329;20120329;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.06;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2021-10-13T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1875;0;3150;20231018;2023-10-18T00:00:00.000;6950;5;1995;1875;690;1200;36910;1K4;e1*2007/46*0283*05;1C71;5A200;0;C;0.00;;;;;
00TRX5;Personenauto;BMW;1ER REIHE;20150806;stationwagen;BLAUW;Niet geregistreerd;4;1285;1385;20120330;20120330;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2015-08-06T00:00:00.000;2012-03-30T00:00:00.000;2012-03-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230729;2023-07-29T00:00:00.000;4407;5;1598;1840;650;1200;32301;1K4;e1*2007/46*0283*05;1A11;5A200;0;B;;;;;;
00TSH4;Personenauto;BMW;118I;20200506;cabriolet;ZWART;Niet geregistreerd;4;1395;1495;20120405;20120405;Geen verstrekking in Open Data;Ja;2;4;M1;r. motorruimte;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-05-06T00:00:00.000;2012-04-05T00:00:00.000;2012-04-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1860;0;3135;20230414;2023-04-14T00:00:00.000;6999;4;1995;1860;670;1200;43527;1C;e1*2007/46*0277*02;UM11;5A;0;C;0.00;;;;;
00TSH5;Personenauto;BMW;318I;20200706;sedan;ZWART;Niet geregistreerd;4;1335;1435;20120402;20120402;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-07-06T00:00:00.000;2012-04-02T00:00:00.000;2012-04-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;20230706;2023-07-06T00:00:00.000;5575;5;1995;1880;695;1250;33898;3L;e1*2007/46*0314*04;PF51;5C;0;B;0.00;;;;;
00TSL4;Personenauto;BMW;528I;20180413;sedan;GRIJS;Niet geregistreerd;6;1630;1730;20110629;20120405;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2018-04-13T00:00:00.000;2011-06-29T00:00:00.000;2012-04-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;20230629;2023-06-29T00:00:00.000;10062;5;2996;2265;750;2000;83986;5L;e1*2007/46*0363*04;FS51;5B;0;B;0.00;;;;;
00TSZ5;Personenauto;BMW;1ER REIHE;20220826;stationwagen;GRIJS;Niet geregistreerd;4;1265;1365;20120405;20120405;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-08-26T00:00:00.000;2012-04-05T00:00:00.000;2012-04-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1820;0;3095;20230823;2023-08-23T00:00:00.000;4369;5;1598;1820;650;1200;33870;1K4;e1*2007/46*0283*05;1A11;5H200;0;B;;;;;;
00TTR2;Personenauto;BMW;3ER REIHE;20230106;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20120407;20120407;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-01-06T00:00:00.000;2012-04-07T00:00:00.000;2012-04-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;20230407;2023-04-07T00:00:00.000;5940;5;1995;1970;695;1250;37162;3K;e1*2007/46*0315*04;US31;5C;0;B;0.00;;;;;
00TTS3;Personenauto;BMW;X REIHE;20221222;stationwagen;BRUIN;Niet geregistreerd;6;2050;2150;20080530;20120403;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;293;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-12-22T00:00:00.000;2008-05-30T00:00:00.000;2012-04-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;485;0;2755;0;5575;20231215;2023-12-15T00:00:00.000;17712;5;2993;2755;750;2700;86389;X70;e1*2001/116*0420*04;FF41;AF;0;D;;;;;;
00TTV9;Personenauto;BMW;3ER REIHE;20171219;sedan;ZWART;Niet geregistreerd;4;1405;1505;20120411;20120411;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-12-19T00:00:00.000;2012-04-11T00:00:00.000;2012-04-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1980;0;0;20230713;2023-07-13T00:00:00.000;6691;5;1995;1980;;;43949;3L;e1*2007/46*0314*07;3E11;5A0R0;0;A;;;;;;
00TTX9;Personenauto;BMW;X REIHE;20221120;stationwagen;ZWART;Niet geregistreerd;6;2085;2185;20081203;20120411;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.10;293;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2022-11-20T00:00:00.000;2008-12-03T00:00:00.000;2012-04-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;485;0;2790;0;5610;20230707;2023-07-07T00:00:00.000;16792;5;2993;2790;750;2700;104694;X70;e1*2001/116*0420*05;FF01;AB;0;D;;;;;;
00TVD7;Personenauto;BMW;3ER REIHE;20180928;sedan;ROOD;Niet geregistreerd;4;1395;1495;20120423;20120423;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-09-28T00:00:00.000;2012-04-23T00:00:00.000;2012-04-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;20230426;2023-04-26T00:00:00.000;6303;5;1997;1970;695;1500;47469;3L;e1*2007/46*0314*07;3B11;5A200;0;B;0.00;;;;;
00TVH7;Personenauto;BMW;1ER REIHE;20150219;stationwagen;GRIJS;Niet geregistreerd;4;1290;1390;20120418;20120418;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;269;Nee;Nee;Nee;2023;Logisch;00;Ja;2015-02-19T00:00:00.000;2012-04-18T00:00:00.000;2012-04-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1845;0;3120;20230602;2023-06-02T00:00:00.000;5102;5;1598;1845;670;1200;40446;1K4;e1*2007/46*0283*05;1A31;5A200;0;B;0.00;;;;;
00TVN7;Personenauto;BMW;318I;20190327;cabriolet;WIT;Niet geregistreerd;4;1570;1670;20110131;20120413;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.06;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2019-03-27T00:00:00.000;2011-01-31T00:00:00.000;2012-04-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;461;0;2025;0;3350;20230327;2023-03-27T00:00:00.000;7025;4;1995;2025;695;1250;49000;3C;e1*2007/46*0316*02;DV71;5A;0;B;0.00;;;;;
00TVT3;Personenauto;BMW;1ER REIHE;20221005;stationwagen;GRIJS;Niet geregistreerd;4;1285;1385;20120425;20120425;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-10-05T00:00:00.000;2012-04-25T00:00:00.000;2012-04-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230501;2023-05-01T00:00:00.000;4340;5;1598;1840;650;1200;34530;1K4;e1*2007/46*0283*05;1A11;5A100;0;B;;;;;;
00TVT4;Personenauto;BMW;335I;20201201;cabriolet;ZWART;Niet geregistreerd;6;1725;1825;20120419;20120419;Geen verstrekking in Open Data;Nee;2;4;M1;r. schroefveerkoker;;0.12;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2020-12-01T00:00:00.000;2012-04-19T00:00:00.000;2012-04-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;461;0;2180;0;3955;20230413;2023-04-13T00:00:00.000;18783;4;2979;2180;750;1700;79389;3C;e1*2007/46*0316*04;DX71;5B;0;F;0.00;;;;;
00TVZ5;Personenauto;BMW;1ER REIHE;20171026;stationwagen;BRUIN;Niet geregistreerd;4;1285;1385;20120424;20120424;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2017-10-26T00:00:00.000;2012-04-24T00:00:00.000;2012-04-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230502;2023-05-02T00:00:00.000;4551;5;1598;1840;650;1200;33980;1K4;e1*2007/46*0283*05;1A11;5A200;0;B;;;;;;
00TXH3;Personenauto;BMW;5ER REIHE;20230207;sedan;ZWART;Niet geregistreerd;4;1585;1685;20120427;20120427;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-02-07T00:00:00.000;2012-04-27T00:00:00.000;2012-04-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2220;0;4310;20231203;2023-12-03T00:00:00.000;7522;5;1997;2220;750;2000;53695;5L;e1*2007/46*0363*06;XG11;5A100;0;A;0.00;;;;;
00TXK9;Personenauto;BMW;1ER REIHE;20180813;stationwagen;ZWART;Niet geregistreerd;4;1285;1385;20120426;20120426;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.06;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2018-08-13T00:00:00.000;2012-04-26T00:00:00.000;2012-04-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;20230817;2023-08-17T00:00:00.000;6644;5;1995;1840;690;1200;35343;1K4;e1*2007/46*0283*05;1C71;5H200;0;C;;;;;;
00TXP8;Personenauto;BMW;118I;20120502;cabriolet;ZWART;Niet geregistreerd;4;1420;1520;20120502;20120502;Geen verstrekking in Open Data;Ja;2;4;M1;r. motorruimte;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2012-05-02T00:00:00.000;2012-05-02T00:00:00.000;2012-05-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;436;0;1885;0;3160;20230502;2023-05-02T00:00:00.000;8261;4;1995;1885;670;1200;49251;1C;e1*2007/46*0277*04;UM11;5B;0;D;0.00;;;;;
00TZD5;Personenauto;BMW;3ER REIHE;20140626;stationwagen;ROOD;Niet geregistreerd;4;1480;1580;20120502;20120502;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2014-06-26T00:00:00.000;2012-05-02T00:00:00.000;2012-05-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2045;0;0;20230502;2023-05-02T00:00:00.000;7288;5;1995;2045;;;45905;3K;e1*2007/46*0315*05;UY71;5A;0;B;;;;;;
00TZN3;Personenauto;BMW;X REIHE;20190413;sedan;GRIJS;Niet geregistreerd;6;1735;1835;20040227;20120427;Geen verstrekking in Open Data;Ja;4;4;M1;by r. schroefveerkoker onder motorkap;;0.09;280;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2019-04-13T00:00:00.000;2004-02-27T00:00:00.000;2012-04-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2260;0;4335;20230415;2023-04-15T00:00:00.000;14854;5;2979;2260;720;2000;;;e1*2001/116*0249*02;PA91;31;0;G;0.00;;;;;
00TZX9;Personenauto;BMW;525D;20140227;sedan;GRIJS;Niet geregistreerd;6;1665;1765;20101223;20120507;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2014-02-27T00:00:00.000;2010-12-23T00:00:00.000;2012-05-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2300;0;4390;20230430;2023-04-30T00:00:00.000;12131;5;2993;2300;750;2000;71366;5L;e1*2007/46*0363*03;FW31;5A;0;C;0.00;;;;;
00US60;Personenauto;BMW;316;20070426;Niet geregistreerd;ORANJE;Niet geregistreerd;4;1025;1125;19780316;19780316;Geen verstrekking in Open Data;Nee;2;4;M1;op randprofiel r. voorwielscherm onder motorkap;;0.00;258;Nee;Nee;Nee;2014;Logisch;00;Ja;2007-04-26T00:00:00.000;1978-03-16T00:00:00.000;1978-03-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20161122;2016-11-22T00:00:00.000;;;;;;;;;;;;;;;;;;;
00VG08;Personenauto;BMW;2002;20160216;Niet geregistreerd;ROOD;Niet geregistreerd;4;1000;1100;19750124;19750124;Geen verstrekking in Open Data;Ja;2;4;M1;op r. voorwielscherm onder motorkap;;0.00;250;Nee;Nee;Nee;2022;Geen oordeel;01;Ja;2016-02-16T00:00:00.000;1975-01-24T00:00:00.000;1975-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20240910;2024-09-10T00:00:00.000;;;;;;;;;;;;;;;;;;;
00VR80;Personenauto;BMW;323 I;20171219;Niet geregistreerd;GRIJS;Niet geregistreerd;6;1142;1242;19780524;19780524;Geen verstrekking in Open Data;Ja;2;4;M1;op randprofiel r. voorwielscherm onder motorkap;;0.00;256;Nee;Nee;Nee;2017;Niet geregistreerd;NG;Ja;2017-12-19T00:00:00.000;1978-05-24T00:00:00.000;1978-05-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;0;0;0;0;0;20010320;2001-03-20T00:00:00.000;;;;;;;;;;;;;;;;;;;
